area_sqft,bedrooms,bathrooms,floors,house_age,distance_to_city_km,school_rating,crime_index,garage_spaces,neighborhood,condition,price
4161,2,1,1,39,10.32,4.42,5.19,1,Suburban,Standard,951642.0
4050,2,4,3,33,25.8,9.89,8.82,1,Suburban,Renovated,972376.0
2623,4,1,1,8,11.53,5.03,7.61,2,Suburban,Standard,652091.0
1361,4,2,2,5,19.36,3.6,9.77,0,Urban,Standard,301680.0
3628,5,1,3,32,32.39,2.9,9.0,3,Urban,Standard,709116.0
3495,5,2,3,39,19.34,8.28,3.29,1,Suburban,Standard,854685.0
4165,5,4,1,6,21.98,6.44,6.93,0,Family,Standard,1000573.0
2960,5,2,1,26,3.49,4.46,1.18,3,Suburban,Renovated,837809.0
1152,3,3,3,11,7.06,6.87,9.92,3,Urban,Renovated,419564.0
2435,2,1,1,29,4.43,4.66,3.35,2,Premium,Standard,652656.0
2241,2,3,1,16,27.0,5.59,6.98,2,Family,Renovated,523413.0
3642,2,2,3,5,29.42,8.9,8.64,0,Suburban,Renovated,851485.0
2043,4,3,3,12,7.34,7.35,2.44,1,Urban,Standard,579389.0
1816,4,4,3,21,8.46,8.1,8.63,1,Premium,Needs Work,614196.0
934,5,3,3,31,11.99,6.67,1.11,3,Suburban,Standard,381403.0
3615,1,1,1,0,21.1,9.93,4.98,1,Premium,Needs Work,911666.0
3331,3,2,1,38,22.14,3.93,5.25,2,Suburban,Needs Work,686878.0
796,2,1,1,25,24.35,4.1,4.37,1,Urban,Renovated,174762.0
2189,5,2,1,35,31.78,2.74,6.28,2,Suburban,Standard,445328.0
2352,2,1,3,37,11.03,6.43,9.23,0,Premium,Standard,543324.0
2316,1,3,1,6,23.4,6.91,3.94,2,Suburban,Standard,561923.0
3912,3,2,2,3,20.03,7.81,6.21,0,Urban,Standard,945210.0
1184,5,1,3,31,11.4,4.68,8.9,2,Suburban,Standard,312784.0
1737,5,1,3,7,31.85,2.1,7.96,0,Family,Standard,378688.0
1292,1,4,1,5,4.25,7.06,1.37,3,Urban,Standard,492278.0
1516,2,4,2,18,25.21,9.99,9.49,3,Premium,Standard,476827.0
3870,1,4,2,36,25.75,4.36,1.42,2,Premium,Standard,939372.0
3989,2,1,3,31,32.12,3.47,6.3,3,Suburban,Standard,808532.0
808,3,2,2,20,18.63,4.25,6.18,3,Family,Needs Work,166201.0
2893,2,4,1,7,11.94,5.4,8.08,0,Family,Standard,686644.0
1476,1,3,3,13,29.14,4.01,2.34,2,Suburban,Standard,390357.0
1333,3,1,3,27,27.21,4.78,2.61,1,Urban,Standard,278157.0
1686,1,1,2,6,18.01,7.11,7.77,3,Suburban,Renovated,445505.0
1340,2,2,1,20,27.11,4.76,2.35,3,Urban,Standard,305216.0
2390,1,4,2,0,10.11,5.17,5.23,3,Suburban,Renovated,742424.0
4184,1,1,3,13,21.04,2.32,7.58,1,Family,Renovated,834590.0
2731,3,4,3,9,30.42,9.34,6.86,0,Family,Standard,699463.0
3217,5,3,2,27,11.81,5.26,2.9,0,Suburban,Standard,807169.0
2401,4,4,1,36,17.44,4.63,3.74,0,Suburban,Needs Work,542377.0
699,1,4,2,5,33.34,2.69,9.72,3,Urban,Renovated,145331.0
948,1,2,3,31,28.14,7.07,5.04,2,Suburban,Standard,250095.0
1604,2,4,3,26,31.16,8.91,1.4,1,Urban,Needs Work,427325.0
1515,4,1,1,38,14.1,2.33,2.98,1,Family,Standard,336914.0
3634,4,2,1,36,34.88,3.16,4.08,0,Family,Needs Work,721429.0
3644,5,1,2,4,6.19,3.17,10.0,2,Urban,Standard,855042.0
3682,2,1,1,29,18.64,6.82,3.72,1,Premium,Standard,896897.0
2913,1,1,3,23,17.3,9.37,1.24,3,Suburban,Needs Work,704115.0
2624,1,1,1,4,28.15,5.5,5.62,0,Family,Renovated,588762.0
2954,1,1,2,10,31.89,4.75,1.75,3,Suburban,Standard,672871.0
2094,1,2,3,37,25.86,8.13,3.47,0,Urban,Standard,433086.0
3029,5,1,3,21,22.31,7.94,9.93,1,Premium,Standard,720130.0
3470,2,1,3,13,15.53,3.97,7.34,1,Urban,Renovated,716426.0
3358,5,4,1,12,18.35,3.29,1.46,2,Suburban,Standard,863782.0
2829,3,1,3,33,18.32,4.86,5.04,2,Urban,Renovated,651266.0
856,3,1,2,11,1.69,8.2,2.54,0,Premium,Standard,380757.0
3223,3,1,1,6,18.1,7.56,2.11,1,Family,Renovated,850897.0
1951,5,1,2,22,30.1,7.33,6.28,2,Urban,Standard,449819.0
3290,1,3,2,39,25.12,8.64,5.55,1,Suburban,Standard,770452.0
2565,1,4,2,7,28.05,4.22,7.69,0,Premium,Needs Work,600781.0
3778,3,3,1,10,14.28,4.72,9.03,0,Urban,Renovated,831728.0
1851,2,3,2,18,18.99,2.34,3.22,2,Suburban,Renovated,499067.0
3956,3,1,2,7,2.14,8.95,9.31,1,Premium,Standard,1040382.0
3647,4,4,1,26,14.02,6.66,5.66,2,Suburban,Standard,889395.0
1825,3,1,3,10,17.13,4.38,3.33,0,Family,Standard,417228.0
2363,2,3,1,5,9.68,2.56,8.61,2,Suburban,Standard,561704.0
2536,2,2,3,10,2.06,7.79,1.32,0,Premium,Standard,757403.0
3378,4,4,1,37,24.47,7.99,6.04,2,Urban,Standard,807739.0
3096,2,2,3,37,15.79,7.33,7.49,3,Urban,Standard,679210.0
3674,3,3,2,20,15.13,3.63,3.52,1,Urban,Needs Work,850429.0
1963,3,2,1,16,9.5,9.31,8.77,0,Family,Renovated,488906.0
2442,4,3,1,32,19.29,8.03,3.16,0,Family,Needs Work,590927.0
2179,4,4,3,7,15.89,7.26,8.56,1,Family,Standard,637813.0
3878,3,3,3,26,17.12,7.21,1.71,0,Urban,Needs Work,872885.0
1732,2,2,1,27,20.75,9.23,2.44,3,Suburban,Needs Work,449423.0
2734,2,2,2,28,1.22,9.43,4.43,3,Family,Needs Work,698047.0
1076,3,3,2,8,31.86,6.77,8.69,3,Premium,Standard,336194.0
3668,2,2,1,28,3.42,5.33,2.3,3,Urban,Standard,874317.0
2013,4,1,2,24,16.33,4.91,8.88,2,Family,Standard,417747.0
1859,2,2,3,35,8.05,8.55,3.07,1,Urban,Standard,493153.0
2719,4,1,3,6,18.81,7.16,5.07,1,Urban,Standard,678810.0
2420,4,1,3,24,10.53,2.62,4.17,1,Family,Needs Work,532989.0
3660,5,2,1,33,30.24,3.14,2.06,3,Suburban,Needs Work,761877.0
2536,1,4,1,11,14.48,9.2,9.5,1,Suburban,Standard,666320.0
2485,4,4,2,29,22.72,9.08,4.94,1,Suburban,Standard,681567.0
1022,1,2,1,3,9.46,9.61,7.21,2,Family,Standard,314479.0
727,2,2,2,28,1.66,5.42,6.18,1,Urban,Standard,182094.0
2064,1,1,1,24,14.74,8.27,5.52,1,Family,Renovated,487937.0
4193,1,4,1,7,19.24,8.63,6.55,0,Suburban,Needs Work,974572.0
3906,1,1,1,2,16.62,4.53,9.09,0,Urban,Standard,798355.0
2882,1,4,1,29,33.71,3.16,7.29,0,Suburban,Needs Work,546694.0
2889,5,4,3,9,25.03,9.98,5.79,1,Suburban,Standard,793204.0
2039,1,3,1,19,34.85,2.24,6.81,3,Urban,Standard,342505.0
1280,2,2,3,2,11.03,6.78,6.46,1,Suburban,Standard,419184.0
680,4,4,1,38,27.83,7.2,4.9,2,Premium,Needs Work,242253.0
1852,5,3,1,21,19.89,7.45,6.62,1,Suburban,Standard,509312.0
1773,5,3,2,37,21.8,4.05,4.99,1,Premium,Needs Work,424056.0
1330,1,4,3,6,34.52,7.77,7.82,0,Family,Standard,314185.0
1570,5,4,1,8,23.24,3.73,9.72,2,Suburban,Needs Work,404139.0
738,4,1,1,24,31.56,8.63,9.64,2,Suburban,Needs Work,126437.0
2808,1,4,3,24,25.68,3.75,8.39,1,Suburban,Standard,620013.0
3942,3,4,2,31,5.33,7.57,6.42,2,Suburban,Needs Work,895713.0
3102,5,1,2,37,24.78,8.27,7.74,1,Urban,Standard,655383.0
2241,2,2,3,32,17.47,3.51,2.6,1,Suburban,Renovated,549005.0
2141,1,4,3,5,32.24,3.9,5.31,2,Urban,Renovated,557506.0
1741,5,1,2,12,28.43,8.23,3.32,2,Suburban,Renovated,494069.0
1155,5,2,2,36,4.54,2.69,1.03,0,Family,Standard,361912.0
2774,5,3,1,21,5.55,3.53,9.7,1,Suburban,Standard,693764.0
2661,5,3,1,34,3.37,5.64,8.77,1,Suburban,Renovated,678280.0
675,5,4,2,22,17.77,9.44,5.62,3,Suburban,Needs Work,301055.0
2125,3,1,1,1,3.75,6.5,3.29,1,Premium,Standard,662204.0
1636,1,2,3,18,25.61,5.1,7.24,3,Suburban,Needs Work,305123.0
1254,4,4,3,32,19.78,9.83,4.91,2,Suburban,Renovated,457884.0
3145,2,3,1,26,29.42,5.71,8.23,0,Premium,Standard,739308.0
2516,3,1,2,5,10.51,5.47,10.0,1,Urban,Standard,576197.0
2899,4,2,1,8,18.65,5.29,4.14,3,Suburban,Standard,726977.0
3182,5,2,2,34,4.99,4.5,3.2,1,Suburban,Standard,797186.0
4135,2,3,1,39,31.08,4.61,3.41,2,Family,Standard,882039.0
3499,2,2,2,30,6.95,7.5,1.84,3,Family,Standard,895582.0
2852,4,3,2,3,4.48,2.33,4.55,2,Family,Standard,728738.0
