tenure_months,monthly_charges,support_calls,internet_service,contract_type,payment_method,tech_support,paperless_billing,senior_citizen,churn
23,128.0,7,Fiber,Month-to-month,Mailed check,No,Yes,0,1
53,90.92,3,DSL,Month-to-month,Electronic check,No,Yes,0,1
52,129.87,5,Fiber,One year,Credit card,Yes,No,0,1
20,108.77,1,None,One year,Electronic check,Yes,Yes,0,1
60,66.52,4,Fiber,One year,Mailed check,No,Yes,1,1
68,110.83,0,DSL,Two year,Electronic check,Yes,Yes,0,1
56,96.63,5,Fiber,Two year,Electronic check,No,Yes,1,1
69,102.35,7,DSL,Month-to-month,Mailed check,Yes,No,0,1
69,118.35,2,None,Month-to-month,Bank transfer,Yes,Yes,0,1
68,118.34,6,DSL,One year,Electronic check,No,No,0,1
51,47.05,7,Fiber,Two year,Credit card,No,Yes,0,1
14,55.16,1,DSL,Month-to-month,Credit card,Yes,Yes,0,1
63,38.15,6,Fiber,Month-to-month,Mailed check,Yes,No,0,1
49,55.25,2,Fiber,Month-to-month,Credit card,No,Yes,1,1
15,114.63,7,Fiber,Two year,Electronic check,No,Yes,0,1
67,34.69,4,Fiber,Two year,Credit card,No,No,0,1
71,90.49,5,Fiber,Two year,Credit card,Yes,Yes,0,1
52,122.89,4,Fiber,Two year,Bank transfer,No,Yes,1,1
63,93.9,5,DSL,Month-to-month,Mailed check,Yes,No,0,1
68,37.7,0,Fiber,Month-to-month,Electronic check,Yes,No,1,1
10,96.63,4,DSL,Month-to-month,Bank transfer,Yes,No,0,1
43,120.15,0,None,Two year,Bank transfer,No,Yes,0,1
36,43.34,5,Fiber,Month-to-month,Electronic check,Yes,No,0,1
12,64.8,2,DSL,Month-to-month,Electronic check,No,Yes,0,1
47,29.6,7,Fiber,One year,Electronic check,No,Yes,0,1
64,50.55,6,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
50,47.97,3,None,One year,Credit card,No,Yes,0,1
62,119.49,7,DSL,Two year,Bank transfer,Yes,Yes,0,1
5,62.82,4,DSL,Month-to-month,Bank transfer,No,Yes,1,1
18,40.23,3,None,Month-to-month,Electronic check,Yes,No,1,1
41,38.15,2,DSL,Two year,Electronic check,Yes,Yes,0,1
28,84.85,7,Fiber,Month-to-month,Electronic check,Yes,No,0,1
30,50.58,6,DSL,Month-to-month,Electronic check,No,No,0,1
28,85.61,5,Fiber,Month-to-month,Electronic check,No,Yes,1,1
4,60.53,2,None,Month-to-month,Credit card,No,Yes,0,1
48,127.61,4,Fiber,One year,Electronic check,No,Yes,0,1
30,91.75,7,DSL,Two year,Bank transfer,No,Yes,0,1
57,74.66,3,DSL,Two year,Mailed check,Yes,Yes,0,1
56,91.63,0,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
65,45.57,4,DSL,Month-to-month,Electronic check,No,Yes,1,1
60,91.09,3,None,Month-to-month,Bank transfer,No,Yes,0,1
30,83.35,4,Fiber,Month-to-month,Credit card,No,Yes,0,1
71,99.57,1,Fiber,One year,Credit card,No,Yes,0,1
21,46.59,6,Fiber,Month-to-month,Credit card,Yes,No,0,1
22,53.1,6,DSL,Month-to-month,Mailed check,Yes,Yes,0,1
63,29.6,2,Fiber,Month-to-month,Mailed check,Yes,No,0,1
3,82.85,1,Fiber,Two year,Bank transfer,No,No,0,1
62,49.59,4,Fiber,Month-to-month,Credit card,No,No,0,1
49,39.35,2,Fiber,Two year,Electronic check,No,No,1,1
24,106.31,0,DSL,Two year,Bank transfer,No,Yes,0,1
44,63.5,5,Fiber,Two year,Credit card,No,Yes,0,1
58,72.02,7,DSL,Month-to-month,Electronic check,No,Yes,0,1
11,46.45,1,Fiber,Two year,Mailed check,Yes,Yes,0,1
6,62.53,5,DSL,Month-to-month,Credit card,Yes,Yes,0,1
47,112.02,4,Fiber,Month-to-month,Credit card,Yes,Yes,1,1
4,112.89,0,Fiber,Month-to-month,Electronic check,No,Yes,0,1
40,53.43,6,DSL,One year,Credit card,Yes,No,1,1
58,122.66,2,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
32,104.24,1,Fiber,One year,Electronic check,Yes,Yes,0,1
35,27.72,1,None,Two year,Mailed check,No,Yes,1,1
23,54.72,7,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
14,120.73,6,DSL,Month-to-month,Electronic check,No,Yes,0,1
45,46.81,6,DSL,One year,Electronic check,Yes,No,0,0
27,60.87,5,DSL,Month-to-month,Credit card,No,Yes,0,1
25,109.41,7,DSL,One year,Electronic check,No,Yes,0,1
69,67.39,0,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
8,110.58,1,Fiber,Month-to-month,Credit card,No,Yes,1,1
55,112.73,2,None,One year,Bank transfer,Yes,No,0,1
59,125.75,4,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
33,70.1,6,DSL,Month-to-month,Electronic check,No,Yes,0,1
5,81.8,1,DSL,Month-to-month,Credit card,No,No,0,1
63,49.87,3,DSL,Two year,Credit card,No,Yes,1,1
64,102.5,1,Fiber,One year,Bank transfer,No,Yes,0,1
44,107.76,2,DSL,Month-to-month,Bank transfer,No,Yes,0,1
19,43.89,3,Fiber,Two year,Bank transfer,Yes,Yes,0,1
24,26.47,5,None,Month-to-month,Credit card,Yes,Yes,1,1
53,95.65,7,None,One year,Bank transfer,Yes,Yes,0,1
37,43.69,3,Fiber,One year,Credit card,No,Yes,0,1
46,84.18,5,Fiber,One year,Bank transfer,No,No,0,1
66,50.34,0,DSL,Two year,Electronic check,Yes,Yes,0,1
5,71.81,2,Fiber,One year,Credit card,No,Yes,0,1
19,78.44,3,DSL,Month-to-month,Electronic check,No,Yes,0,1
29,74.17,1,DSL,One year,Mailed check,No,No,0,0
66,78.34,2,DSL,Month-to-month,Electronic check,Yes,No,0,1
45,61.07,6,Fiber,Month-to-month,Electronic check,No,No,1,1
57,35.86,4,DSL,Month-to-month,Mailed check,No,No,0,1
59,112.88,5,DSL,Two year,Credit card,No,No,0,1
55,114.08,5,None,One year,Electronic check,No,Yes,0,1
15,129.61,6,Fiber,Month-to-month,Electronic check,Yes,Yes,1,1
25,26.63,7,Fiber,Month-to-month,Credit card,No,Yes,1,1
65,109.65,5,Fiber,One year,Credit card,No,Yes,0,1
38,41.76,0,DSL,Month-to-month,Credit card,No,Yes,0,1
26,77.55,2,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
2,20.8,0,Fiber,Two year,Mailed check,No,Yes,1,1
54,36.46,1,Fiber,One year,Bank transfer,No,Yes,0,1
13,46.83,4,DSL,Month-to-month,Credit card,No,No,0,1
8,37.31,1,Fiber,Two year,Credit card,No,Yes,0,1
4,86.81,0,None,One year,Electronic check,Yes,No,0,1
29,48.74,0,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
43,39.51,3,DSL,Two year,Electronic check,No,Yes,0,1
61,32.51,2,Fiber,Month-to-month,Electronic check,Yes,No,0,1
22,87.1,4,None,Month-to-month,Credit card,Yes,Yes,0,1
38,66.97,1,Fiber,One year,Credit card,No,Yes,0,1
23,79.45,0,None,Month-to-month,Bank transfer,Yes,No,0,1
55,45.93,0,Fiber,One year,Electronic check,Yes,Yes,1,1
53,110.85,4,None,Two year,Credit card,No,No,0,1
2,41.86,7,Fiber,One year,Credit card,Yes,No,0,1
9,87.58,4,None,Month-to-month,Mailed check,No,Yes,0,1
9,122.09,7,Fiber,One year,Mailed check,No,Yes,0,1
1,101.01,0,DSL,Month-to-month,Electronic check,No,Yes,0,1
9,116.27,2,Fiber,Two year,Electronic check,Yes,Yes,1,1
46,112.65,4,None,Month-to-month,Credit card,Yes,Yes,0,1
53,42.45,6,DSL,Month-to-month,Mailed check,Yes,Yes,1,1
64,20.37,5,DSL,One year,Electronic check,No,No,0,1
62,65.92,4,Fiber,Month-to-month,Mailed check,Yes,No,0,1
52,97.39,3,None,Two year,Mailed check,No,Yes,1,1
47,35.81,6,None,Month-to-month,Electronic check,No,No,1,1
30,59.39,5,Fiber,Month-to-month,Bank transfer,No,No,0,1
19,52.12,6,None,Month-to-month,Bank transfer,No,Yes,1,1
42,31.79,3,DSL,Month-to-month,Electronic check,Yes,No,1,1
31,21.28,2,Fiber,One year,Bank transfer,Yes,No,1,0
57,120.58,4,Fiber,One year,Electronic check,No,Yes,0,1
16,126.15,4,DSL,Month-to-month,Electronic check,No,Yes,0,1
19,119.44,2,Fiber,Two year,Bank transfer,No,No,0,1
57,125.13,0,DSL,Two year,Electronic check,Yes,Yes,0,1
27,114.76,7,None,Month-to-month,Mailed check,Yes,Yes,0,1
34,21.92,3,Fiber,Month-to-month,Mailed check,Yes,No,0,1
53,57.71,0,DSL,Two year,Electronic check,No,Yes,1,1
70,50.31,4,DSL,Two year,Credit card,Yes,No,0,1
70,121.9,6,Fiber,Two year,Bank transfer,No,Yes,0,1
30,76.0,2,DSL,One year,Credit card,Yes,No,0,0
51,91.42,1,Fiber,Two year,Credit card,No,Yes,0,1
29,59.45,4,Fiber,Two year,Mailed check,No,Yes,0,1
55,122.25,3,Fiber,Month-to-month,Electronic check,No,Yes,0,1
68,126.85,2,Fiber,Month-to-month,Credit card,Yes,No,0,1
10,85.6,1,Fiber,Two year,Credit card,No,No,0,1
53,52.57,7,Fiber,Month-to-month,Electronic check,No,Yes,0,1
37,46.86,5,DSL,Month-to-month,Credit card,No,Yes,0,1
17,49.1,2,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
36,123.12,5,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
41,45.37,6,Fiber,Two year,Electronic check,No,No,0,1
29,115.92,1,DSL,One year,Electronic check,Yes,Yes,1,1
13,38.63,0,DSL,Month-to-month,Credit card,Yes,No,0,0
71,84.76,5,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
27,77.73,4,DSL,Month-to-month,Bank transfer,No,Yes,0,1
14,79.66,2,Fiber,Month-to-month,Bank transfer,No,Yes,1,1
23,88.37,3,DSL,One year,Mailed check,No,No,0,1
65,115.68,5,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
7,77.59,4,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
23,89.81,0,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
13,73.34,0,DSL,One year,Credit card,No,No,1,1
49,116.35,2,Fiber,One year,Bank transfer,No,Yes,0,1
46,71.07,5,Fiber,One year,Mailed check,No,No,0,1
48,114.3,2,DSL,Month-to-month,Electronic check,No,No,1,1
47,93.23,7,Fiber,One year,Credit card,No,No,0,1
10,66.2,2,DSL,Month-to-month,Bank transfer,Yes,Yes,1,1
44,71.84,4,DSL,Month-to-month,Credit card,No,Yes,1,1
56,23.88,0,Fiber,Month-to-month,Bank transfer,No,Yes,1,1
12,55.37,3,DSL,Two year,Credit card,No,Yes,1,1
23,66.64,6,DSL,Two year,Bank transfer,No,No,0,1
51,85.34,1,DSL,One year,Credit card,Yes,Yes,0,1
32,20.27,7,Fiber,Month-to-month,Credit card,No,Yes,0,1
12,106.36,6,DSL,Two year,Electronic check,No,Yes,0,1
27,55.43,0,Fiber,Month-to-month,Credit card,No,Yes,1,1
6,31.01,6,Fiber,Month-to-month,Credit card,No,Yes,0,1
61,79.83,3,Fiber,One year,Credit card,Yes,Yes,0,1
53,36.14,4,DSL,Month-to-month,Electronic check,Yes,No,0,1
26,98.56,1,DSL,Month-to-month,Bank transfer,Yes,No,1,1
52,46.32,1,Fiber,Month-to-month,Electronic check,No,No,0,1
50,95.91,4,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
20,129.69,7,Fiber,One year,Credit card,No,Yes,0,1
46,74.75,4,None,Two year,Credit card,No,No,1,1
49,21.29,4,DSL,Month-to-month,Electronic check,Yes,Yes,1,0
64,38.25,4,Fiber,One year,Bank transfer,Yes,No,0,1
23,55.94,3,Fiber,One year,Electronic check,Yes,No,0,1
62,76.95,0,DSL,Month-to-month,Electronic check,No,No,1,1
35,103.07,7,DSL,Two year,Bank transfer,No,No,0,1
19,78.5,7,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
5,106.75,6,Fiber,One year,Mailed check,No,Yes,0,1
1,41.18,5,Fiber,Two year,Bank transfer,No,Yes,0,1
43,47.31,4,DSL,Month-to-month,Credit card,No,Yes,0,1
2,47.93,6,Fiber,Month-to-month,Mailed check,No,Yes,0,1
20,61.02,0,DSL,Month-to-month,Credit card,Yes,Yes,0,1
65,83.18,2,None,Month-to-month,Electronic check,No,Yes,0,1
34,48.86,5,Fiber,Month-to-month,Mailed check,No,Yes,0,1
16,112.93,2,DSL,One year,Electronic check,Yes,Yes,0,1
68,26.08,0,Fiber,Month-to-month,Credit card,Yes,No,0,1
37,44.57,7,Fiber,Month-to-month,Credit card,No,Yes,1,1
25,94.13,1,Fiber,One year,Electronic check,No,No,0,1
42,29.05,0,Fiber,Month-to-month,Electronic check,No,No,0,1
68,83.12,0,Fiber,Month-to-month,Electronic check,Yes,No,1,1
1,115.34,0,DSL,Month-to-month,Electronic check,No,Yes,0,1
71,67.61,1,DSL,Month-to-month,Electronic check,Yes,No,0,1
31,60.2,1,DSL,Month-to-month,Electronic check,No,No,1,1
26,93.66,3,None,Two year,Mailed check,No,No,0,1
38,115.74,6,Fiber,One year,Credit card,No,Yes,0,1
66,21.57,6,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
3,51.49,6,Fiber,Month-to-month,Mailed check,No,No,0,1
37,22.82,1,Fiber,Two year,Mailed check,Yes,Yes,0,1
36,35.2,1,DSL,Month-to-month,Credit card,Yes,Yes,0,1
48,74.66,7,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
23,94.64,3,Fiber,Two year,Credit card,No,No,0,1
52,46.67,2,DSL,One year,Bank transfer,Yes,Yes,1,1
70,124.1,7,DSL,One year,Electronic check,Yes,No,0,1
6,81.8,1,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
35,44.44,2,Fiber,One year,Electronic check,Yes,No,0,1
55,114.75,7,None,One year,Credit card,No,Yes,0,1
21,79.79,4,Fiber,Month-to-month,Mailed check,No,No,1,1
23,82.07,3,Fiber,Month-to-month,Credit card,Yes,No,0,1
10,35.9,2,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
3,119.97,2,Fiber,One year,Electronic check,No,No,0,1
3,120.6,7,Fiber,Month-to-month,Electronic check,No,Yes,0,1
26,120.2,5,DSL,Month-to-month,Electronic check,Yes,No,1,1
60,80.42,7,DSL,Month-to-month,Credit card,No,Yes,0,1
3,110.19,4,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
60,35.78,6,DSL,Month-to-month,Electronic check,No,No,0,1
34,35.96,4,DSL,Two year,Credit card,No,No,1,1
48,94.65,3,Fiber,Month-to-month,Electronic check,No,No,1,1
27,105.99,4,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
24,124.43,3,Fiber,Two year,Credit card,Yes,No,0,1
68,65.03,5,Fiber,Month-to-month,Credit card,No,No,0,1
57,28.14,4,Fiber,One year,Electronic check,Yes,Yes,1,1
50,63.41,3,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
59,44.57,3,DSL,Month-to-month,Credit card,No,Yes,0,1
61,92.67,7,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
2,91.19,1,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
70,22.84,4,Fiber,Month-to-month,Electronic check,No,Yes,0,1
49,92.87,4,Fiber,Month-to-month,Mailed check,No,Yes,0,1
58,102.0,3,Fiber,Two year,Credit card,No,No,0,1
45,95.46,1,DSL,One year,Electronic check,No,Yes,0,1
71,129.86,1,Fiber,Month-to-month,Credit card,No,No,0,1
61,71.1,3,DSL,One year,Bank transfer,No,Yes,0,1
5,110.42,2,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
4,62.24,3,Fiber,One year,Credit card,No,Yes,0,1
57,105.95,1,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
61,106.72,4,DSL,Month-to-month,Credit card,No,Yes,0,1
15,102.71,2,DSL,Month-to-month,Electronic check,No,Yes,0,1
16,61.16,4,DSL,Two year,Credit card,Yes,No,0,1
41,52.52,3,Fiber,Two year,Electronic check,Yes,No,0,1
44,58.53,4,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
43,27.23,3,DSL,Month-to-month,Credit card,No,No,1,1
45,90.22,4,DSL,One year,Mailed check,Yes,Yes,1,1
63,50.47,1,None,One year,Bank transfer,No,Yes,1,1
61,101.82,4,Fiber,Month-to-month,Credit card,No,Yes,0,1
23,97.39,3,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
21,20.8,4,DSL,One year,Credit card,Yes,No,0,1
36,110.21,2,Fiber,Month-to-month,Electronic check,Yes,No,0,1
36,123.46,6,None,One year,Mailed check,No,Yes,0,1
53,50.76,3,Fiber,Two year,Electronic check,Yes,Yes,1,1
23,108.13,4,Fiber,Two year,Electronic check,No,Yes,0,1
48,61.42,6,DSL,Month-to-month,Electronic check,No,Yes,0,1
5,112.61,6,Fiber,Two year,Electronic check,No,Yes,0,1
26,60.3,3,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
70,88.29,6,Fiber,Two year,Mailed check,No,Yes,1,1
24,43.65,7,None,Month-to-month,Credit card,No,No,0,1
25,40.05,3,Fiber,Month-to-month,Credit card,No,Yes,1,1
33,76.31,3,Fiber,Month-to-month,Credit card,No,Yes,0,1
57,114.17,5,Fiber,Two year,Bank transfer,No,No,0,1
45,61.62,7,Fiber,One year,Mailed check,No,No,0,1
66,128.78,1,Fiber,Month-to-month,Bank transfer,No,No,0,1
21,35.75,6,Fiber,One year,Mailed check,No,Yes,0,1
7,112.65,4,DSL,One year,Bank transfer,No,Yes,0,1
29,25.31,0,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
